No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
269,AKR,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1794.28,177.59,122.02,59.2,6.26,1.17,103.12,46.01,3.02%,537.20%,0.11,-116.70%,-23.47%,-16.10%,3.00%,5.10%,228.70%,43.10%,88.48,87.74,0.10%,-27.08%,,0.05%,2.43%,3.89,0.20%,0.70%,-3.00%,,,1.19,1.19,65.10%,-3.70%,3.50%,-1.39%,-8.51%,-8.13%,-7.06%,37.17%,-8.89%,1.44,0.7,4.97%,3.15%,-7.23%,-7.15%,-7.24%,-12.15%,3.27%,-14.74%,41.67%,34.4,1.48%,0.00%,2.3,548.58,0.98,19.89,1.48%,535647,10/26/2021 4:30:00 PM,24.71,5/27/1993,19.58,-1.55%
270,AKRO,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,578.35,,,,,2.9,2.69,,,,-2.82,13.30%,-18.10%,,-14.60%,,-10.90%,,34.86,24.72,1.70%,-25.98%,89.10%,1.14%,12.83%,16.14,-39.50%,-42.50%,,9.4,9.4,0,0,,,,-17.16%,-22.42%,-25.23%,-22.99%,-43.88%,-21.94%,,1.38,9.09%,6.82%,-18.46%,-21.83%,-30.47%,-37.14%,1.60%,-52.65%,1.60%,29.92,1.16%,-0.73%,1.7,196.62,1.22,16.51,0.43%,239242,,47,6/20/2019,16.51,0.00%
271,AKTS,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,280.38,,,,35.49,2.31,3.7,,,,-0.97,5.20%,46.40%,-20.20%,,,20.20%,216.70%,51.44,49.74,5.00%,-2.28%,50.10%,-2.51%,9.71%,7.53,-40.20%,-45.80%,-33.90%,10.5,10.2,0,0,-51.60%,,,-0.79%,-27.86%,-32.67%,-47.83%,-66.51%,-24.40%,1.34,0.41,9.33%,7.25%,-14.52%,-22.35%,-42.19%,-35.26%,10.26%,-73.63%,10.26%,32.87,4.12%,0.21%,1.7,641.7,1.04,5.05,4.34%,664986,11/01/2021 8:30,14.88,5/28/2015,5,-0.99%
272,AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology,United Kingdom,71.09,,,,,5.63,5.31,,,,-0.56,41.20%,,36.70%,,,-214.80%,,46.46,28.82,21.76%,0.00%,14.80%,,0.30%,0.8,-175.80%,-281.00%,,4.4,4.4,0,0,,,,-5.59%,-8.78%,-20.59%,-16.67%,-46.64%,-10.00%,1.24,0.09,8.94%,6.57%,-5.69%,-10.54%,-20.86%,-20.59%,4.65%,-67.93%,4.65%,40.41,-3.57%,6.87%,2,107.65,0.65,1.35,3.05%,70164,,,5/07/2013,1.35,0.00%
273,AKUS,"Akouos, Inc.",Healthcare,Biotechnology,USA,202.99,,,,,0.77,0.81,,,,-2.16,-249.40%,-8.60%,,12.00%,,22.10%,,34.44,33.29,3.50%,0.00%,96.90%,-0.01%,7.97%,20.14,-23.40%,-26.10%,,19.4,19.4,0,0,,,,2.15%,-32.43%,-34.52%,-47.47%,-64.13%,-32.82%,,0.72,16.77%,11.02%,-23.59%,-27.85%,-48.09%,-38.20%,7.71%,-75.04%,7.71%,31.84,0.71%,-0.87%,2.2,131.64,0.71,5.71,-0.17%,93841,,30,6/26/2020,5.71,0.00%
274,AKYA,"Akoya Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,USA,396.89,,,,7.68,2.82,3.3,,,,-1.86,-18.90%,19.30%,,,,,35.40%,37.16,32.24,3.10%,3.84%,69.50%,0.96%,1.30%,2.05,,,79.30%,8.4,8.1,0.24,0.24,,,,-9.13%,-22.42%,-21.19%,-39.73%,,-31.74%,,1.01,10.60%,8.45%,-16.51%,-18.26%,-35.46%,-34.11%,5.24%,-63.91%,5.24%,36.03,4.50%,0.10%,1.7,205.04,0.3,10.45,4.60%,61605,11/08/2021 16:30,24.25,4/16/2021,10.45,0.00%
275,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,4586.8,11.95,8.42,0.9,2.32,0.68,2.45,4.44,1.90%,19.60%,3.26,-13.60%,46.49%,13.40%,13.35%,10.50%,-14.50%,6.30%,114.12,106.97,1.20%,-1.89%,93.50%,0.10%,3.49%,3.85,1.40%,5.80%,4.40%,,,2.68,2.68,,50.50%,18.80%,-4.08%,-11.62%,-4.83%,-7.88%,-1.54%,-11.78%,1.98,1.45,4.35%,3.27%,-10.33%,-10.06%,-9.73%,-17.30%,1.69%,-26.32%,6.85%,29.22,1.54%,-0.18%,1.7,972.05,1.21,39.02,1.35%,1180855,2/17/2022 4:30:00 PM,55.88,4/19/2011,39.02,0.00%
276,ALAC,Alberton Acquisition Corporation,Financial,Shell Companies,Hong Kong,52.82,,,,,10.08,,,,,-0.12,69.70%,,,,,-78.70%,,4.45,1.14,74.56%,0.00%,10.10%,,1.76%,2.46,-4.00%,-9.80%,,0,0,0,0.73,,,,0.17%,0.94%,2.08%,5.62%,-17.73%,0.85%,,0.02,0.17%,0.14%,0.38%,0.96%,3.91%,0.00%,1.81%,-17.67%,21.80%,67.42,0.08%,0.02%,,8.15,4.95,11.79,0.11%,40326,,,11/21/2018,,
277,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,24623.86,109.12,34.42,3.66,7.43,4.24,41.38,,0.76%,80.70%,1.89,-29.90%,48.37%,5.40%,29.83%,2.10%,-465.10%,11.20%,116.97,116.5,0.10%,-40.04%,83.40%,0.44%,1.77%,1.8,2.00%,3.90%,5.60%,1.3,0.8,0.36,0.36,31.00%,27.80%,6.40%,-3.06%,-11.31%,-16.24%,0.09%,26.79%,-11.78%,1.53,9.76,5.54%,4.53%,-9.04%,-15.00%,-2.72%,-29.25%,4.61%,-29.25%,54.11%,30.6,0.68%,-0.29%,2.5,1146.24,0.69,206.23,0.39%,796346,2/16/2022 4:30:00 PM,261.05,2/22/1994,206.23,0.00%
278,ALBO,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,533.44,,,,49.39,2.89,2.03,,,,-2.58,-33.50%,-56.90%,-0.90%,,,248.40%,76.20%,19.26,16.83,0.60%,-7.41%,85.50%,-0.12%,7.50%,6.56,-18.20%,-30.70%,,8.2,8.2,0.05,0,96.00%,,,7.23%,15.87%,-6.15%,-4.58%,-25.55%,17.22%,1.28,1.55,8.54%,5.98%,6.61%,12.14%,-7.35%,-4.19%,34.48%,-37.11%,34.48%,59.86,6.10%,0.19%,1.4,192.4,1.31,27.3,6.31%,252775,11/04/2021 8:30,76.8,5/11/2007,27.3,0.00%
279,ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,36845.72,112.38,31.2,16.29,4.56,1.93,,,0.15%,,0.67,99.00%,16.40%,,6.90%,,,14.40%,490.1,489.72,0.06%,0.00%,61.46%,,1.41%,9.33,,,,,,,,,,,-2.58%,-15.05%,-9.19%,3.27%,4.84%,-13.71%,,1.83,2.82%,2.02%,-5.94%,-7.98%,-2.71%,-15.32%,2.36%,-15.32%,14.60%,33.52,1.69%,0.15%,2.3,739.2,1.46,75.18,1.84%,1081466,11/09/2021 16:30,85.83,4/09/2019,75.18,0.00%
280,ALCC,AltC Acquisition Corp.,Financial,Shell Companies,USA,499.06,,,,,,,,,,,,,,,,,,51.45,,,,95.04%,,,0.02,,,,,,,,,,,0.10%,-0.72%,-1.92%,-1.52%,,-1.52%,,0.07,0.52%,0.52%,-1.12%,-1.52%,-1.58%,-3.00%,0.52%,-4.53%,2.11%,40.44,0.00%,-0.31%,,68.53,1.07,9.7,-0.31%,73149,,,7/08/2021,,
281,ALCO,"Alico, Inc.",Consumer Defensive,Farm Products,USA,270,7.62,32.13,,2.49,1.1,300,,5.66%,29.30%,4.64,46.90%,26.44%,40.70%,,-5.50%,-105.60%,-18.40%,7.52,4.2,14.80%,-8.40%,44.20%,0.60%,0.77%,0.79,8.00%,15.00%,0.80%,2.5,0.5,0.5,0.52,22.00%,13.20%,32.10%,-1.64%,-4.74%,-0.65%,-6.53%,18.99%,-4.56%,0.53,0.97,2.96%,2.71%,-4.35%,-2.58%,1.20%,-9.50%,2.91%,-9.50%,23.83%,36.57,-0.42%,-0.03%,2,40.84,0.87,35.34,-0.45%,35724,12/07/2021 8:30,44,3/17/1980,35.34,0.00%
282,ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,USA,212.76,,,,,0.91,,,,,-1.09,50.70%,-19.10%,4.60%,,,-16.00%,,58.02,47.34,1.46%,0.00%,70.60%,-1.11%,5.43%,2.1,-29.00%,-33.40%,,20.7,20.7,0.07,0.07,,,,5.54%,-14.46%,-61.89%,-61.46%,-69.37%,-14.25%,1.55,0.4,10.59%,8.32%,-7.89%,-37.94%,-61.68%,-60.57%,14.33%,-78.50%,14.33%,34.21,4.89%,0.31%,1.5,1220.68,0.62,3.43,5.21%,758317,10/28/2021 8:30:00 AM,20.4,5/02/2014,3.44,0.29%
283,ALE,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,3359.65,21.56,16.23,3.8,2.51,1.43,56.94,,3.96%,84.80%,2.95,-6.50%,24.65%,2.90%,5.67%,-4.70%,-32.80%,17.50%,52.4,52.32,0.10%,-5.81%,75.70%,-0.07%,0.71%,1.49,2.50%,6.70%,4.70%,0.4,0.3,0.7,0.87,95.10%,10.30%,11.50%,-0.05%,-3.79%,3.58%,-9.43%,1.35%,-4.01%,0.56,1.44,2.88%,2.18%,-2.47%,-0.31%,-4.06%,-7.17%,8.78%,-12.87%,12.05%,45.27,1.94%,-0.27%,2.8,247.37,0.73,63.69,1.66%,180062,2/16/2022 8:30:00 AM,69.83,3/06/1950,62.65,-1.63%
284,ALEC,"Alector, Inc.",Healthcare,Biotechnology,USA,1207.72,,29.78,,6.1,3.54,1.55,4.07,,,-0.45,-43.30%,91.09%,,,,333.70%,2989.70%,80.97,71.29,3.00%,-32.88%,81.70%,0.19%,9.97%,10.67,-6.00%,-13.00%,-73.00%,5.9,5.9,0,0,,-17.30%,-16.60%,-5.53%,-30.98%,-33.72%,-38.92%,-12.83%,-28.91%,,1.24,9.31%,7.18%,-15.84%,-26.40%,-35.66%,-38.85%,6.45%,-66.11%,6.45%,30.55,3.75%,0.35%,1.4,666.13,2.46,14.68,4.11%,1639307,11/04/2021 16:30,45.14,2/07/2019,14.68,0.00%
285,ALEX,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,1639.95,53.48,35.34,2.67,5.01,1.5,61.88,125.19,3.18%,161.90%,0.42,117.90%,28.00%,-40.20%,20.00%,-8.40%,129.00%,8.40%,72.5,71.58,0.40%,0.00%,90.70%,0.01%,1.32%,3.33,1.50%,2.70%,1.70%,6.4,4.5,0.57,0.57,28.80%,14.10%,9.20%,-0.75%,-9.48%,-8.86%,12.99%,49.60%,-9.84%,1.36,0.75,4.83%,3.00%,-5.23%,-4.91%,5.37%,-11.85%,4.80%,-14.87%,51.91%,37.7,2.86%,0.00%,1.7,285.02,1.07,22.62,2.86%,306106,11/04/2021 16:30,29.33,6/14/2012,22.62,0.00%
286,ALF,"Alfi, Inc.",Technology,Software - Infrastructure,USA,27.94,,,,1519.55,0.68,1.42,,,,-1.45,,,,,,,,10.7,8.21,49.27%,0.00%,2.50%,,1.31%,0.24,-98.80%,-232.20%,,22.5,,0,0,,,,-4.00%,-23.64%,-70.32%,-82.80%,,-26.96%,,0.18,8.65%,9.79%,-15.60%,-38.51%,-72.61%,-65.00%,9.09%,-92.53%,9.09%,31.49,4.35%,-2.42%,,447.36,0.19,1.68,1.82%,86815,,,5/04/2021,1.7,1.19%
287,ALFA,ETF Series Solutions - AlphaClone Alternative Alpha ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.08%,-15.85%,-25.22%,-22.50%,-16.59%,-15.83%,,1.94,4.60%,2.38%,-8.99%,-15.34%,-19.66%,-26.55%,4.32%,-26.87%,4.32%,29.04,2.45%,0.00%,,2.79,9.87,65.66,2.45%,27503,,,5/31/2012,,
288,ALG,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1680.72,24.26,17.26,3.68,1.31,2.41,18.84,24.83,0.51%,9.40%,5.81,-10.30%,22.95%,4.90%,6.60%,5.80%,-12.90%,15.90%,11.84,11.69,1.60%,-23.48%,91.70%,-0.70%,0.68%,2.25,5.80%,10.50%,7.80%,3.2,1.7,0.4,0.43,24.70%,8.20%,5.40%,-4.84%,-4.55%,-6.86%,-3.93%,1.01%,-4.20%,0.96,4.4,4.04%,2.78%,-7.29%,-5.43%,-6.02%,-12.26%,4.80%,-15.05%,4.80%,35.44,-0.27%,0.45%,2,35.22,1.03,141,0.18%,36119,11/03/2021 16:30,170.75,3/19/1993,141,0.00%
289,ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,USA,5070.1,78.36,27.66,6.03,7.03,7.61,20.39,48.1,,0.00%,0.34,-51.50%,24.61%,-30.70%,12.99%,15.90%,242.20%,41.70%,189.67,85.34,1.30%,-80.69%,47.40%,2.12%,3.31%,3.22,8.40%,10.60%,3.70%,5,4.2,0.04,0,49.60%,7.90%,8.90%,-0.98%,-26.04%,-22.17%,-3.94%,-5.69%,-27.22%,,1.67,7.31%,5.36%,-14.58%,-18.25%,-10.94%,-31.22%,5.57%,-31.22%,19.41%,30.82,3.30%,-0.47%,1.7,876.01,1.26,26.33,2.81%,1100760,2/01/2022 8:30,40,10/29/2020,26.33,0.00%
290,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,38791.69,49.94,34.6,1.15,10.33,10.41,,41.45,,0.00%,9.29,305.50%,20.85%,66.20%,43.25%,23.90%,29.30%,38.40%,78.9,73.57,0.20%,-39.93%,87.60%,0.08%,2.10%,2.26,14.10%,21.90%,55.20%,1.4,1.3,0,0,74.60%,25.80%,19.70%,0.25%,-28.99%,-26.57%,-33.32%,-11.69%,-29.40%,1.68,26.41,6.88%,5.12%,-13.91%,-22.91%,-26.47%,-33.61%,7.38%,-37.09%,7.38%,27.55,2.03%,-0.20%,2,683.24,1.49,463.96,1.83%,1019713,2/02/2022 16:30,740.73,1/26/2001,465.69,0.37%
291,ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology,USA,118.4,,,,29.6,0.54,0.49,,,,-3.27,-109.30%,-9.50%,,,,13.40%,,42.4,32.89,16.78%,0.00%,79.40%,0.21%,5.80%,5.14,-51.30%,-62.40%,,7.1,7.1,0,0,,,,-8.91%,-77.10%,-83.02%,-81.06%,-90.20%,-76.75%,,0.61,9.93%,11.88%,-49.37%,-73.14%,-83.98%,-83.82%,1.85%,-92.11%,1.85%,15.22,0.73%,-0.36%,1.6,371.53,2.3,2.76,0.36%,854105,11/04/2021 16:30,21,10/16/2020,2.96,7.25%
292,ALGT,Allegiant Travel Company,Industrials,Airlines,USA,3163.64,27.37,16.3,,2.17,2.56,2.95,38.39,,0.00%,6.28,-180.80%,476.42%,-23.70%,,-4.70%,219.60%,128.60%,17.77,15.32,0.50%,-16.69%,87.70%,0.15%,1.93%,1.54,3.10%,11.80%,-5.60%,1.9,1.9,1.2,1.32,67.40%,14.10%,7.60%,-2.66%,-9.92%,-1.91%,-9.66%,-5.37%,-8.17%,1.56,7.63,5.75%,3.92%,-5.30%,-5.66%,-12.55%,-13.06%,4.98%,-36.69%,4.98%,38.29,0.54%,-0.67%,2,192.93,0.9,171.75,-0.13%,173824,2/02/2022 16:30,245.64,12/08/2006,171.75,0.00%
293,ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans,USA,1272.11,,,,1.14,3.57,2.54,,,,-0.98,48.70%,33.30%,,,,-491.80%,17.70%,177.83,174.66,3.10%,-74.62%,76.00%,-4.59%,2.21%,3.51,,,-3.00%,3.3,3.3,0.46,0.46,10.60%,-14.50%,-16.10%,-5.77%,-52.92%,-67.17%,-68.65%,,-53.56%,,0.8,11.64%,8.90%,-32.66%,-51.10%,-66.03%,-71.74%,2.51%,-77.16%,2.51%,18.65,2.03%,-0.31%,2.1,1098.42,1.1,6.53,1.71%,1213719,11/04/2021 16:30,22.44,3/26/2021,6.53,0.00%
294,ALIM,"Alimera Sciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,33.16,,,,0.56,,1.54,55.27,,,-0.39,52.30%,-129.80%,-8.60%,,17.80%,-395.50%,-2.40%,6.92,5.31,3.70%,34.52%,30.00%,,0.99%,0.89,-2.30%,5.60%,-2.50%,3.8,3.6,,,88.00%,7.80%,-2.10%,4.90%,-3.64%,-0.66%,-49.04%,-33.04%,-12.28%,1.64,0.35,7.80%,6.88%,-2.88%,-7.97%,-34.41%,-26.59%,12.22%,-63.27%,14.21%,47.57,12.22%,-0.50%,2,58.47,0.36,4.5,11.66%,20966,10/28/2021 8:30:00 AM,14.83,4/22/2010,4.57,1.56%
295,ALIT,"Alight, Inc.",Technology,Software - Application,USA,5213.78,,15.1,,,1.05,6.78,,,,-168.54,-568.20%,64.86%,,-3.72%,,-354.80%,6.60%,438.97,409.63,2.90%,0.18%,95.00%,0.68%,1.93%,3.2,,,2.80%,1.4,1.4,0.75,0.77,,,,-0.43%,-14.80%,-17.03%,-2.13%,-17.84%,-14.80%,,0.42,5.74%,4.33%,-6.80%,-10.02%,-11.98%,-17.62%,4.72%,-30.96%,8.87%,39.55,1.99%,-0.77%,2,2467.6,3.25,9.21,1.21%,8026709,11/09/2021 8:30,15.5,7/17/2020,9.21,0.00%
296,ALJJ,"ALJ Regional Holdings, Inc.",Industrials,Specialty Business Services,USA,67.3,,,,0.15,5.6,29.26,18.69,,,-0.09,94.40%,,-17.90%,,10.40%,-14.40%,14.20%,42.36,20.49,2.70%,0.00%,6.80%,,1.07%,1.09,-2.20%,-34.50%,5.70%,1.5,1.4,7.88,8.16,19.70%,1.60%,-1.10%,-6.15%,-7.18%,48.67%,30.23%,43.59%,-7.69%,1.78,0.13,7.62%,6.05%,-4.61%,12.85%,23.43%,-16.42%,52.73%,-39.57%,75.00%,50.45,-4.00%,0.57%,,201.97,0.92,1.68,-3.45%,185561,12/20/2021,,4/03/1996,1.7,1.19%
297,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,USA,6772.65,,12.22,,1.33,1.85,2.12,11.9,,0.00%,0,-273.30%,314.00%,-29.50%,19.43%,-8.60%,143.80%,178.60%,125.25,124.82,0.20%,-8.12%,77.70%,0.74%,1.95%,1.26,0.10%,0.40%,-19.80%,1,1,0.63,0.75,49.00%,0.50%,0.30%,0.44%,0.21%,-1.15%,-9.96%,7.00%,0.29%,1.54,2.04,5.37%,3.51%,-3.32%,-0.05%,-10.96%,-9.29%,12.95%,-29.63%,12.95%,44.99,-0.02%,-0.65%,1.8,1929.92,1.16,52.25,-0.67%,2242468,1/27/2022 8:30:00 AM,76.21,7/02/1962,52,-0.48%
298,ALKS,Alkermes plc,Healthcare,Biotechnology,Ireland,4109.61,,57.66,,3.64,3.69,7.33,36.3,,,-0.57,44.20%,-33.69%,14.40%,,10.60%,,11.00%,161.46,159.91,1.00%,-2.52%,96.70%,-0.30%,6.82%,9.23,-4.70%,-8.50%,-9.40%,2.3,2,0.27,0.27,83.50%,-5.70%,-8.10%,4.50%,4.98%,-13.34%,-3.05%,19.49%,7.82%,0.92,1.08,5.63%,4.80%,2.81%,6.94%,-2.83%,-4.22%,18.08%,-24.00%,39.18%,55.01,2.16%,-0.04%,2.8,1180.92,0.99,25.08,2.12%,1168115,10/27/2021 8:30:00 AM,27.22,7/16/1991,25.08,0.00%
299,ALKT,"Alkami Technology, Inc.",Technology,Software - Application,USA,1308.95,,,,9.15,3.59,4.16,,,,-1.07,-31.50%,44.40%,,,,58.80%,37.70%,87.64,82.22,3.00%,-24.11%,43.30%,0.11%,1.48%,2.37,,,14.70%,9.7,9.7,0.07,0.07,55.90%,,,1.36%,-29.48%,-52.61%,-54.75%,,-29.41%,,1.18,8.97%,7.78%,-16.29%,-32.36%,-51.33%,-52.77%,9.60%,-71.29%,9.60%,28.98,2.98%,0.15%,1.9,514.55,0.52,14.16,3.13%,268281,11/04/2021 16:30,36.17,4/14/2021,14.16,0.00%
300,ALL,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,34671.11,5.61,11.37,,0.7,1.43,50.25,7.9,2.68%,24.60%,21.54,23.40%,-21.04%,27.90%,-5.00%,4.40%,-83.80%,16.90%,293.1,285.26,0.49%,0.00%,78.50%,-0.21%,1.50%,1.88,2.50%,12.70%,15.50%,,,0.32,0.32,,16.90%,6.60%,1.21%,2.47%,-4.25%,-7.07%,12.76%,2.73%,0.81,2.81,3.12%,2.35%,-0.57%,4.17%,-4.47%,-5.01%,13.90%,-13.67%,17.86%,53.41,0.72%,-0.21%,2.6,2277.29,0.86,120.86,0.51%,1950604,2/02/2022 16:30,132.93,6/03/1993,120.29,-0.47%
301,ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,10824.05,23.8,21.18,3.06,3.75,12.59,21.48,27.83,1.19%,27.30%,5.09,-20.50%,12.42%,16.30%,7.77%,5.60%,0.30%,-1.60%,89.7,88.94,0.30%,-27.43%,91.30%,0.19%,1.44%,2.12,15.20%,57.80%,15.60%,1.5,1.1,1.38,1.66,42.90%,18.50%,16.10%,-0.06%,-8.43%,-5.27%,-11.27%,13.27%,-8.48%,1.16,3.41,3.56%,2.70%,-3.60%,-5.59%,-10.06%,-11.54%,2.46%,-18.48%,13.79%,38.96,1.19%,-0.61%,2.6,603.15,1.27,121.21,0.58%,765107,2/15/2022 8:30:00 AM,151.46,11/18/2013,121.21,0.00%
302,ALLK,Allakos Inc.,Healthcare,Biotechnology,USA,363.78,,,,,0.66,0.72,,,,-4.13,-64.20%,0.70%,,-10.50%,,-34.90%,,54.07,50.72,1.20%,-0.58%,77.60%,-20.62%,6.44%,0.74,-32.80%,-37.20%,,13.1,13.1,0,0,,,,-6.72%,-37.84%,-93.91%,-91.97%,-95.21%,-34.73%,0.65,2.68,8.19%,6.80%,-19.80%,-85.39%,-92.22%,-92.65%,3.73%,-95.96%,3.73%,17,3.06%,0.00%,3,4395.87,0.31,6.39,3.06%,1351199,11/08/2021 16:30,56.2,7/19/2018,6.4,0.16%
303,ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,1542.77,,,,40.18,1.5,3.19,,,,-1.88,-13.80%,-32.10%,,1.00%,,-9.60%,,137.03,74.42,16.60%,0.56%,62.90%,-0.07%,12.19%,5.96,-21.70%,-24.20%,,9.4,9.4,0,0,,,,-6.51%,-30.81%,-38.08%,-51.62%,-69.39%,-28.82%,,0.9,9.39%,8.02%,-16.50%,-30.88%,-51.45%,-45.59%,2.41%,-72.85%,2.41%,29.58,0.66%,0.48%,1.9,1522.12,1.3,10.62,1.14%,1976590,11/04/2021 16:30,32.38,10/11/2018,10.62,0.00%
304,ALLR,"Allarity Therapeutics, Inc.",Healthcare,Biotechnology,USA,65.05,,,,,24.92,11.41,,,,-0.06,64.70%,,,,,,,8.34,5.87,0.60%,0.00%,,,0.00%,0,,,,2,2,0,0,,,,-2.13%,-14.29%,,,,-24.82%,,1.28,9.59%,11.02%,-14.61%,-18.07%,-18.07%,-57.14%,15.42%,-57.14%,15.42%,,9.09%,-1.79%,,52.9,0.56,7.8,7.14%,29763,,,12/21/2021,,
305,ALLT,Allot Ltd.,Technology,Communication Equipment,Israel,335.51,,,,2.33,2.54,3.44,,,,-0.35,-5.60%,-507.70%,14.80%,,6.30%,-24.50%,9.80%,36.29,35.62,16.30%,0.00%,76.10%,0.97%,0.81%,1.2,-6.20%,-9.90%,-8.60%,2.7,2.6,0,0,69.60%,-7.60%,-8.80%,-9.84%,-24.85%,-39.61%,-52.96%,-31.14%,-25.17%,0.75,0.59,6.23%,5.12%,-19.55%,-22.01%,-42.98%,-32.78%,2.66%,-57.75%,2.66%,26.06,2.42%,-0.46%,,239.54,1.05,8.89,1.95%,251741,11/09/2021 8:30,18.75,11/16/2006,8.9,0.11%
306,ALLY,Ally Financial Inc.,Financial,Credit Services,USA,16864.33,5.63,5.95,0.15,1.98,1.12,1.28,,2.14%,9.90%,8.3,-33.80%,6.72%,23.10%,38.17%,0.90%,55.80%,1.50%,359.18,344.98,0.40%,-8.21%,96.60%,-0.31%,2.86%,3.04,1.60%,19.20%,13.80%,,,0.64,1,,66.50%,33.60%,-0.62%,-2.46%,-2.42%,-8.94%,23.60%,-1.76%,1.39,1.75,5.05%,3.39%,-5.13%,-3.20%,-8.10%,-13.12%,5.87%,-17.38%,26.37%,41.14,-0.11%,-0.64%,1.9,3248.76,1.14,46.77,-0.74%,3713741,1/21/2022 8:30:00 AM,66,1/28/2014,46.6,-0.36%
307,ALNA,"Allena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,29.57,,,,,1.05,0.73,,,,-0.86,52.70%,10.50%,-7.80%,,,25.20%,,85.37,81.45,0.40%,-10.82%,23.80%,0.20%,4.28%,0.82,-126.50%,-230.20%,,5.5,5.5,0.38,0,,,,-7.61%,-40.03%,-58.02%,-62.28%,-79.08%,-39.97%,2.12,0.04,10.86%,9.63%,-24.18%,-40.37%,-61.65%,-57.65%,11.16%,-84.12%,11.16%,29.47,7.30%,-2.50%,1.5,4235.15,0.17,0.36,4.62%,703050,,4.81,11/02/2017,0.35,-2.00%
308,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,16018.55,,,,21.38,20.83,6.88,,,,-7.13,8.00%,39.80%,-16.70%,7.86%,64.40%,21.40%,49.00%,119.14,118.89,0.20%,-37.37%,95.00%,0.19%,3.32%,4.65,-24.60%,-94.40%,-68.80%,4.4,4.2,0.57,0.57,83.30%,-94.50%,,-3.17%,-22.34%,-18.53%,-26.18%,-12.22%,-22.11%,0.96,8.47,5.37%,5.25%,-10.55%,-21.49%,-23.39%,-33.92%,4.10%,-37.69%,5.60%,31.36,2.35%,1.48%,2.1,849.55,1.09,132.09,3.86%,929752,10/28/2021 8:30:00 AM,214,5/28/2004,132.09,0.00%
309,ALOT,"AstroNova, Inc.",Technology,Computer Hardware,USA,96.24,12.06,37.77,,0.82,1.16,11.06,16.88,,0.00%,1.1,-26.30%,-64.65%,-21.60%,,4.20%,,3.20%,7.23,6.92,0.80%,6.97%,55.70%,0.22%,0.31%,1.67,7.00%,10.20%,1.70%,3.4,1.7,0.1,0.11,38.40%,8.60%,6.80%,0.92%,-0.68%,-18.90%,-17.63%,22.98%,-2.07%,0.77,0.59,6.20%,4.00%,0.75%,-9.44%,-14.10%,-28.50%,7.92%,-28.60%,25.25%,46.2,3.04%,1.02%,3,12.91,0.42,13.22,4.09%,5437,12/08/2021 8:30,,10/01/1981,13.22,0.00%
